Korteriomandite (eluruumide) tehingud,,,,,,,,,,,,
"Harju maakond, Anija vald / Harju maakond, Harku vald / Harju maakond, Jõelähtme vald / Harju maakond, Keila linn / Harju maakond, Kiili vald / Harju maakond, Kose vald / Harju maakond, Kuusalu vald / Harju maakond, Loksa linn / Harju maakond, Lääne-Harju vald / Harju maakond, Maardu linn / Harju maakond, Raasiku vald / Harju maakond, Rae vald / Harju maakond, Saku vald / Harju maakond, Saue vald / Harju maakond, Tallinn linn / Harju maakond, Viimsi vald / Harju maakond, Haabersti linnaosa / Harju maakond, Kesklinna linnaosa / Harju maakond, Kristiine linnaosa / Harju maakond, Lasnamäe linnaosa / Harju maakond, Mustamäe linnaosa / Harju maakond, Nõmme linnaosa / Harju maakond, Pirita linnaosa / Harju maakond, Põhja-Tallinna linnaosa 2024 aastal",,,,,,,,,,,,
10.05.2025,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,Pindala(m2),Tehingu summa (eur),,,Pinnaühiku hind(eur /m2),,,,
,,Pindala(m2),Arv,Keskmine,Kokku,Minimaalne,Maksimaalne,Minimaalne,Maksimaalne,Mediaan,Keskmine,Standardhälve
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,8,63.60,"1,288,500","70,000","273,000","1,341.00","3,482.59","2,485.16","2,483.69",792.08
,Saue vald,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",4,***,***,***,***,***,***,***,***,***
,,"41-54,99",4,***,***,***,***,***,***,***,***,***
,,"55-69,99",1,***,***,***,***,***,***,***,***,***
,,"70-249,99",7,99.70,"1,687,500","130,000","360,000","1,433.30","2,894.74","2,752.66","2,479.66",584.96
,,KOKKU,17,67.60,"2,530,500","25,000","360,000",651.04,"3,489.01","1,964.29","2,132.43",854.97
,Tallinn,"10-29,99",50,21.20,"3,022,267","10,000","135,990",336.70,"5,606.06","2,687.35","2,849.58","1,019.62"
,,"30-40,99",125,35.30,"12,898,067","24,000","205,400",672.27,"5,358.97","2,730.06","2,905.63",832.61
,,"41-54,99",182,47.70,"24,782,179","13,869","270,000",306.16,"6,109.30","2,570.12","2,863.37","1,015.05"
,,"55-69,99",150,62.60,"25,844,133","60,000","450,000",993.38,"7,525.08","2,453.84","2,752.56","1,065.41"
,,"70-249,99",105,92.90,"30,881,024","10,000","712,000",101.83,"6,397.44","3,178.38","3,208.94","1,083.52"
,,KOKKU,612,54.40,"97,427,670","10,000","712,000",101.83,"7,525.08","2,710.72","2,903.00","1,014.04"
,Viimsi vald,"30-40,99",3,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",7,61.10,"1,087,086","84,786","209,500","1,291.49","3,605.85","2,807.02","2,572.25",809.05
,,"70-249,99",19,106.90,"5,411,147","145,000","475,347","1,866.15","6,458.52","2,458.69","2,721.83","1,026.59"
,,KOKKU,31,85.70,"7,193,233","84,786","475,347","1,291.49","6,458.52","2,556.39","2,818.59",945.81
,,KÕIK KOKKU,"1,416",57.10,"229,916,551","6,000","712,000",101.83,"7,525.08","2,670.33","2,829.58","1,023.52"
2024 märts,Anija vald,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",6,***,***,***,***,***,***,***,***,***
,,KOKKU,8,44.30,"407,100","40,000","75,000",843.88,"1,420.45","1,227.91","1,152.93",200.19
,Haabersti linnaosa,"10-29,99",2,***,***,***,***,***,***,***,***,***
,,"30-40,99",11,***,***,***,***,***,***,***,***,***
,,"41-54,99",25,48.30,"3,942,070","93,500","256,000","1,785.71","5,079.37","3,344.44","3,289.67",911.89
,,"55-69,99",29,64.00,"5,487,967","80,000","285,616","1,215.81","4,345.79","2,998.48","2,962.30",853.98
,,"70-249,99",18,87.40,"5,729,469","215,000","769,125","2,919.98","6,717.25","3,245.24","3,569.61",953.79
,,KOKKU,85,59.60,"16,516,434","23,038","769,125","1,215.81","6,717.25","3,181.82","3,209.74",924.41
,Harku vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",1,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,3,***,***,***,***,***,***,***,***,***
,Jõelähtme vald,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",6,94.10,"1,554,100","213,900","325,000","2,203.03","3,991.65","2,825.44","2,845.50",636.32
,,KOKKU,14,68.90,"2,762,000","87,000","325,000","1,995.41","3,991.65","2,954.55","2,953.49",541.02
,Keila linn,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,9,59.50,"1,190,400","79,000","179,000","1,448.17","4,049.84","2,109.79","2,343.48",773.08
,Kesklinna linnaosa,"10-29,99",4,***,***,***,***,***,***,***,***,***
,,"30-40,99",21,35.80,"2,715,039","85,000","180,000","2,347.48","4,825.74","3,884.75","3,633.91",816.38
,,"41-54,99",37,47.70,"6,653,652","56,100","270,000","1,106.51","5,367.61","3,796.01","3,808.57",983.28
,,"55-69,99",20,***,***,***,***,***,***,***,***,***
,,"70-249,99",31,98.40,"10,933,450","170,000","600,000","2,097.59","5,968.59","3,710.46","3,692.05",975.66
,,KOKKU,113,61.20,"24,653,850","56,100","600,000","1,106.51","5,968.59","3,665.14","3,616.34",947.60
,Kiili vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",14,95.80,"3,856,602","212,664","379,000","2,218.97","3,307.44","2,908.14","2,920.89",261.63
,,KOKKU,20,84.10,"4,902,308","92,103","379,000","2,218.97","3,307.44","2,945.95","2,967.10",242.02
,Kose vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,KOKKU,3,***,***,***,***,***,***,***,***,***
,Kristiine linnaosa,"10-29,99",5,21.50,"356,161","50,000","100,000","2,755.75","4,385.96","3,367.00","3,433.42",618.40
,,"30-40,99",8,34.70,"894,288","65,000","190,000","1,857.14","4,740.06","2,976.28","3,200.47","1,049.83"
,,"41-54,99",10,48.90,"1,742,100","91,000","288,100","2,000.00","5,637.96","3,445.32","3,532.34","1,191.72"
,,"55-69,99",6,62.50,"1,277,200","150,000","350,300","2,491.69","5,011.44","2,992.85","3,373.53",962.66
,,"70-249,99",13,99.80,"4,714,522","185,000","655,000","1,892.17","5,309.56","3,787.58","3,742.13","1,097.27"
,,KOKKU,42,60.60,"8,984,271","50,000","655,000","1,857.14","5,637.96","3,363.93","3,499.60","1,020.72"
,Kuusalu vald,"41-54,99",2,***,***,***,***,***,***,***,***,***
,Lasnamäe linnaosa,"10-29,99",7,21.50,"358,759","35,750","65,000","1,976.28","3,233.83","2,399.33","2,419.99",446.07
,,"30-40,99",41,34.00,"3,647,780","45,000","180,500","1,193.47","4,424.02","2,493.90","2,592.35",701.55
,,"41-54,99",28,47.90,"3,303,285","56,000","237,000","1,250.00","4,463.28","2,253.40","2,467.03",828.81
,,"55-69,99",29,63.70,"3,840,780","36,000","232,900",575.08,"4,022.45","2,048.56","2,090.70",648.80
,,"70-249,99",11,82.40,"2,233,400","110,000","308,000","1,462.77","4,156.55","2,234.71","2,500.01",823.67
,,KOKKU,116,48.60,"13,384,004","35,750","308,000",575.08,"4,463.28","2,332.15","2,417.53",737.17
,Loksa linn,"10-29,99",2,***,***,***,***,***,***,***,***,***
,,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,4,***,***,***,***,***,***,***,***,***
,Lääne-Harju vald,"10-29,99",3,***,***,***,***,***,***,***,***,***
,,"30-40,99",8,34.90,"308,750","30,000","48,000",810.81,"1,482.65","1,127.79","1,115.96",225.85
,,"41-54,99",7,47.70,"305,150","26,500","57,750",555.56,"1,318.49",943.40,920.27,254.45
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",2,***,***,***,***,***,***,***,***,***
,,KOKKU,24,45.70,"1,068,300","18,000","105,000",286.17,"1,482.65","1,059.85",984.14,286.15
,Maardu linn,"30-40,99",3,***,***,***,***,***,***,***,***,***
,,"41-54,99",9,48.50,"760,800","65,000","127,000","1,329.24","2,607.80","1,640.85","1,744.26",392.71
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,15,48.60,"1,263,700","56,000","132,000","1,329.24","2,607.80","1,640.85","1,743.65",341.34
,Mustamäe linnaosa,"10-29,99",9,24.70,"556,920","23,000","82,000","1,067.29","3,750.00","2,491.64","2,590.46",758.07
,,"30-40,99",9,35.10,"984,390","71,000","165,990","2,149.14","4,139.40","3,022.11","3,089.78",705.44
,,"41-54,99",49,44.90,"5,338,815","50,000","195,000","1,157.41","3,963.41","2,425.53","2,421.10",572.50
,,"55-69,99",29,62.40,"4,472,380","66,000","277,000","1,083.74","4,460.55","2,584.18","2,463.02",751.82
,,"70-249,99",7,79.00,"1,572,900","155,000","285,000","1,880.95","3,777.47","3,115.38","2,850.38",707.92
,,KOKKU,103,49.50,"12,925,405","23,000","285,000","1,067.29","4,460.55","2,546.30","2,535.30",681.87
,Nõmme linnaosa,"10-29,99",2,***,***,***,***,***,***,***,***,***
,,"30-40,99",5,38.80,"411,000","20,000","168,000",490.80,"4,242.42","1,896.55","2,124.94","1,538.59"
,,"41-54,99",8,49.10,"918,600","80,000","147,000","1,844.44","2,722.22","2,333.55","2,321.49",337.78
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",8,97.60,"2,217,500","175,000","418,000","1,984.73","3,796.55","2,848.45","2,857.65",777.91
,,KOKKU,26,61.30,"4,062,100","20,000","418,000",490.80,"4,242.42","2,447.19","2,465.87",873.51
,Pirita linnaosa,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,7,89.80,"1,736,870","88,870","370,000","1,284.25","4,928.37","2,732.64","2,818.06","1,126.65"
,Põhja-Tallinna linnaosa,"10-29,99",15,22.40,"965,100","20,000","165,000","1,133.00","5,612.24","2,699.32","2,819.72","1,024.14"
,,"30-40,99",21,37.90,"1,965,729","14,329","182,500",367.41,"4,703.61","2,472.83","2,449.88",933.42
,,"41-54,99",28,48.20,"4,315,234","47,000","325,900",975.10,"6,747.41","2,710.92","3,195.06","1,560.91"
,,"55-69,99",13,60.80,"2,185,850","110,000","331,850","1,903.97","5,852.73","2,410.58","2,781.27","1,060.48"
,,"70-249,99",10,104.30,"5,264,403","302,900","800,000","4,218.66","6,062.57","5,120.12","5,103.57",681.75
,,KOKKU,87,49.60,"14,696,316","14,329","800,000",367.41,"6,747.41","2,722.22","3,108.01","1,394.91"
,Raasiku vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",2,***,***,***,***,***,***,***,***,***
,,KOKKU,5,74.90,"691,000","6,000","279,000",140.85,"2,674.13","2,099.32","1,614.82","1,035.60"
,Rae vald,"30-40,99",4,***,***,***,***,***,***,***,***,***
,,"41-54,99",10,50.00,"1,589,500","113,000","184,000","2,389.01","3,702.21","3,159.22","3,175.88",428.38
,,"55-69,99",6,***,***,***,***,***,***,***,***,***
,,"70-249,99",32,97.10,"8,418,356","163,260","359,900","1,870.10","3,519.21","2,773.27","2,707.38",461.51
,,KOKKU,52,79.80,"11,658,356","68,500","359,900","1,870.10","3,801.53","2,931.28","2,853.20",523.50
,Saku vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,10,65.90,"1,543,500","36,000","270,000",718.56,"3,549.43","2,316.91","2,307.78",920.20
,Saue vald,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",5,46.50,"686,900","65,000","177,000","1,529.41","3,790.15","3,211.99","2,937.10",879.81
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",9,125.20,"2,399,000","50,000","420,000",375.00,"2,893.01","2,464.13","2,121.26",933.01
,,KOKKU,20,82.70,"3,538,699","26,500","420,000",375.00,"3,790.15","2,453.42","2,166.55",958.14
,Tallinn,"10-29,99",44,22.70,"2,808,868","20,000","165,000","1,067.29","5,612.24","2,714.85","2,811.85",852.19
,,"30-40,99",116,35.50,"11,814,126","14,329","190,000",367.41,"4,825.74","2,685.15","2,862.11",943.00
,,"41-54,99",186,47.30,"26,388,756","47,000","325,900",975.10,"6,747.41","2,722.22","2,997.26","1,107.03"
,,"55-69,99",132,63.00,"22,314,856","36,000","350,300",575.08,"5,852.73","2,565.44","2,685.64",944.20
,,"70-249,99",101,94.80,"33,632,644","110,000","800,000","1,462.77","6,717.25","3,329.15","3,530.12","1,114.59"
,,KOKKU,579,54.90,"96,959,250","14,329","800,000",367.41,"6,747.41","2,785.57","2,978.00","1,057.30"
,Viimsi vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",5,63.00,"1,005,800","110,000","320,900","1,627.22","4,740.03","2,795.53","3,199.08","1,245.23"
,,"70-249,99",15,113.20,"4,015,900","115,000","395,000","1,595.01","3,414.29","2,640.72","2,439.82",674.77
,,KOKKU,22,95.30,"5,217,450","56,750","395,000","1,505.31","4,740.03","2,735.13","2,595.47",876.02
2024 aprill,Anija vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,4,***,***,***,***,***,***,***,***,***
,Haabersti linnaosa,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",15,***,***,***,***,***,***,***,***,***
,,"41-54,99",33,48.80,"5,048,244","50,000","253,400",970.87,"4,745.32","3,300.00","3,155.28",906.92
,,"55-69,99",26,62.80,"5,054,741","110,000","254,771","1,989.15","3,883.70","3,299.38","3,089.93",609.59
,,"70-249,99",16,86.00,"4,325,100","115,900","452,000","1,620.98","4,576.29","3,047.46","3,149.19",634.85
,,KOKKU,91,56.70,"16,160,085","12,500","452,000",954.20,"5,014.16","3,243.49","3,121.93",832.59
,Harku vald,"41-54,99",3,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",12,101.50,"3,554,600","160,000","439,000","1,965.91","3,933.69","2,918.28","2,897.18",543.07
,,KOKKU,17,87.20,"4,357,600","89,000","439,000","1,965.91","4,119.05","2,903.23","2,934.53",607.77
,Jõelähtme vald,"30-40,99",3,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,9,55.60,"1,121,900","35,000","195,000","1,060.61","4,173.65","1,755.27","2,397.98","1,191.60"
,Keila linn,"30-40,99",3,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",2,***,***,***,***,***,***,***,***,***
,,KOKKU,11,55.80,"1,438,502","29,002","253,000",826.27,"3,793.10","2,223.82","2,239.01",894.93
,Kesklinna linnaosa,"10-29,99",5,26.00,"368,500","54,000","95,500","2,282.16","3,472.73","2,761.19","2,797.96",474.97
,,"30-40,99",29,36.20,"4,147,925","82,000","216,200","2,567.98","5,659.69","3,840.21","3,938.77",901.86
,,"41-54,99",56,47.50,"10,212,720","95,000","269,000","2,025.59","5,380.00","3,938.13","3,845.15",777.90
,,"55-69,99",36,63.00,"7,469,211","65,000","368,000","1,035.03","5,454.55","3,417.12","3,294.04","1,024.84"
,,"70-249,99",48,97.30,"18,348,833","60,550","1,250,000",820.46,"6,173.63","4,151.78","3,937.03","1,081.10"
,,KOKKU,174,62.00,"40,547,189","54,000","1,250,000",820.46,"6,173.63","3,838.10","3,741.99",973.27
,Kiili vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,6,79.70,"1,380,974","138,500","291,900","2,379.82","3,580.79","2,921.01","2,968.01",412.54
,Kose vald,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,8,57.70,"614,000","32,000","205,000",615.38,"2,223.43","1,276.83","1,273.96",498.59
,Kristiine linnaosa,"10-29,99",9,20.20,"488,100","25,000","107,000","1,302.08","4,131.27","2,459.02","2,618.28",798.20
,,"30-40,99",13,36.00,"1,256,900","56,000","140,000","1,728.40","4,430.38","2,383.72","2,692.06",771.31
,,"41-54,99",14,48.20,"2,216,002","108,000","245,000","2,146.89","4,605.26","2,995.33","3,294.25",886.37
,,"55-69,99",7,60.50,"1,303,700","88,700","245,000","1,470.98","4,367.20","3,395.90","3,111.76","1,090.95"
,,"70-249,99",7,90.00,"2,438,120","139,000","640,000","1,786.63","5,351.17","4,069.51","3,723.01","1,222.23"
,,KOKKU,50,47.60,"7,702,822","25,000","640,000","1,302.08","5,351.17","2,875.49","3,050.48",968.16
,Kuusalu vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,2,***,***,***,***,***,***,***,***,***
,Lasnamäe linnaosa,"10-29,99",6,21.80,"240,796","15,935","65,000",532.94,"2,817.28","2,352.86","1,988.05",873.62
,,"30-40,99",38,33.40,"3,053,000","34,400","157,500","1,036.14","4,375.00","2,308.48","2,401.94",616.81
,,"41-54,99",37,49.20,"4,207,040","21,500","212,000",407.20,"4,248.50","2,260.61","2,314.54",761.63
,,"55-69,99",37,63.60,"5,216,140","40,000","298,500",713.01,"4,822.70","1,851.85","2,226.68",908.60
,,"70-249,99",12,79.10,"2,365,500","129,000","287,000","1,633.17","3,873.81","2,224.27","2,499.74",838.61
,,KOKKU,130,50.20,"15,082,476","15,935","298,500",407.20,"4,822.70","2,196.05","2,317.11",776.88
,Loksa linn,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,4,***,***,***,***,***,***,***,***,***
,Lääne-Harju vald,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",6,33.30,"164,400","8,000","44,000",221.61,"1,458.47",682.37,844.85,475.58
,,"41-54,99",6,47.00,"216,000","21,000","55,000",496.45,"1,037.74",704.69,755.62,232.23
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,16,45.30,"565,900","8,000","85,000",157.48,"1,458.47",746.28,799.69,364.23
,Maardu linn,"10-29,99",2,***,***,***,***,***,***,***,***,***
,,"30-40,99",6,34.20,"357,300","45,000","75,000","1,368.16","2,286.59","1,705.46","1,753.60",347.42
,,"41-54,99",5,48.50,"329,750","45,000","82,000",945.38,"1,701.24","1,376.58","1,358.47",279.11
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,16,42.70,"1,132,040","45,000","145,000",945.38,"2,660.09","1,534.80","1,711.74",461.14
,Mustamäe linnaosa,"10-29,99",19,20.20,"1,085,913","25,000","105,000","1,368.45","4,357.14","2,996.63","2,948.84",827.08
,,"30-40,99",7,***,***,***,***,***,***,***,***,***
,,"41-54,99",64,44.80,"6,920,835","48,000","199,900","1,113.69","4,333.90","2,299.63","2,409.88",591.49
,,"55-69,99",20,61.00,"3,266,270","110,000","246,990","1,691.62","4,019.77","2,589.29","2,679.92",722.31
,,"70-249,99",4,***,***,***,***,***,***,***,***,***
,,KOKKU,114,44.50,"12,945,388","25,000","247,000","1,113.69","4,357.14","2,450.06","2,603.88",711.37
,Nõmme linnaosa,"10-29,99",3,***,***,***,***,***,***,***,***,***
,,"30-40,99",5,34.60,"383,000","50,000","109,000","1,408.45","2,869.82","2,558.14","2,219.65",750.84
,,"41-54,99",5,46.00,"488,370","70,000","114,000","1,361.87","2,596.81","2,251.07","2,151.24",483.21
,,"55-69,99",3,***,***,***,***,***,***,***,***,***
,,"70-249,99",3,***,***,***,***,***,***,***,***,***
,,KOKKU,19,51.90,"2,788,070","50,000","488,000","1,361.87","3,980.42","2,775.67","2,628.49",729.72
,Pirita linnaosa,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",11,118.00,"2,742,441","180,000","495,000","1,684.53","2,893.05","1,997.78","2,147.24",457.23
,,KOKKU,15,101.00,"3,314,441","82,000","495,000","1,684.53","3,020.59","2,294.12","2,273.29",478.90
,Põhja-Tallinna linnaosa,"10-29,99",14,21.90,"1,046,000","17,500","100,000","1,658.77","5,371.43","3,441.33","3,457.99","1,038.93"
,,"30-40,99",21,36.90,"2,504,590","37,000","208,500","1,022.10","5,151.52","2,938.93","3,232.08","1,181.78"
,,"41-54,99",30,48.10,"4,967,300","75,000","333,500","1,546.39","7,828.64","3,162.29","3,464.71","1,310.06"
,,"55-69,99",15,62.60,"3,336,950","112,000","450,000","1,842.11","6,521.74","3,587.44","3,497.77","1,217.81"
,,"70-249,99",19,105.70,"9,029,295","174,500","1,086,500","2,248.71","9,498.68","3,986.50","4,422.49","1,770.26"
,,KOKKU,99,55.30,"20,884,135","17,500","1,086,500","1,022.10","9,498.68","3,387.53","3,603.24","1,376.14"
,Raasiku vald,"41-54,99",1,***,***,***,***,***,***,***,***,***
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,"70-249,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,4,***,***,***,***,***,***,***,***,***
,Rae vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",5,46.10,"869,150","154,000","198,000","3,391.68","4,065.71","3,728.81","3,761.55",252.59
,,"55-69,99",5,***,***,***,***,***,***,***,***,***
,,"70-249,99",27,104.90,"7,976,190","158,500","400,000","2,039.90","3,764.20","2,862.10","2,823.38",398.21
,,KOKKU,38,90.10,"9,738,340","58,000","400,000","1,464.65","4,065.71","2,940.33","2,882.70",569.30
,Saku vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",5,48.00,"624,400","61,500","175,000","1,423.61","3,880.27","2,213.57","2,591.16",968.06
,,"55-69,99",2,***,***,***,***,***,***,***,***,***
,,KOKKU,8,52.30,"1,168,400","50,000","247,000","1,285.35","3,880.27","2,728.15","2,667.35","1,017.11"
,Saue vald,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",7,47.50,"851,284","39,990","180,000",807.88,"3,383.30","2,752.29","2,559.92",871.91
,,"55-69,99",5,68.40,"936,300","134,000","228,000","2,009.00","3,294.80","2,973.76","2,734.03",529.15
,,"70-249,99",10,96.20,"2,419,500","135,000","425,000","1,350.00","3,417.02","2,777.99","2,548.59",638.73
,,KOKKU,25,69.60,"4,376,084","35,000","425,000",807.88,"3,417.02","2,661.24","2,489.08",729.92
,Tallinn,"10-29,99",57,21.40,"3,471,709","12,500","107,000",532.94,"5,371.43","2,817.28","2,877.80",950.34
,,"30-40,99",129,35.30,"14,012,285","34,400","216,200","1,022.10","5,659.69","2,791.33","3,051.17","1,045.01"
,,"41-54,99",240,47.30,"34,192,511","21,500","333,500",407.20,"7,828.64","2,862.63","3,013.17","1,033.26"
,,"55-69,99",146,62.70,"26,513,812","40,000","450,000",713.01,"6,521.74","2,836.51","2,894.80",995.99
,,"70-249,99",120,96.70,"41,234,289","60,550","1,250,000",820.46,"9,498.68","3,507.90","3,525.97","1,304.71"
,,KOKKU,692,54.80,"119,424,606","12,500","1,250,000",407.20,"9,498.68","2,924.91","3,073.05","1,092.19"
,Viimsi vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",4,***,***,***,***,***,***,***,***,***
,,"55-69,99",5,65.50,"870,300","153,000","202,000","2,432.43","3,010.43","2,602.04","2,655.87",215.99
,,"70-249,99",10,107.90,"2,818,616","80,000","450,000","1,029.60","3,579.35","2,520.40","2,566.39",732.75
,,KOKKU,20,82.00,"4,341,516","80,000","450,000","1,029.60","4,290.03","2,584.43","2,678.72",716.91
,,KÕIK KOKKU,"1,572",56.40,"269,868,168","8,000","1,250,000",157.48,"9,498.68","2,863.78","2,975.65","1,111.01"
2024 mai,Anija vald,"10-29,99",1,***,***,***,***,***,***,***,***,***
,,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",1,***,***,***,***,***,***,***,***,***
,,KOKKU,6,41.20,"435,400","36,900","140,000","1,376.87","2,473.50","1,487.78","1,725.96",459.42
,Haabersti linnaosa,"10-29,99",2,***,***,***,***,***,***,***,***,***
,,"30-40,99",19,***,***,***,***,***,***,***,***,***
,,"41-54,99",42,47.70,"6,097,445","45,000","220,000",945.38,"4,626.14","3,300.07","3,072.41",928.79
,,"55-69,99",31,63.30,"5,935,209","36,359","280,000",554.25,"4,431.61","3,100.71","3,041.30",828.80
,,"70-249,99",19,87.70,"5,302,700","115,000","509,900","1,423.36","4,979.49","3,278.69","3,179.35",846.64
,,KOKKU,113,56.00,"19,532,882","35,000","509,900",554.25,"4,979.49","3,243.29","3,085.32",905.15
,Harku vald,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",3,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",12,103.70,"3,902,415","250,000","410,400","2,626.55","3,445.11","3,171.49","3,135.03",254.37
,,KOKKU,21,80.70,"5,145,237","65,000","410,400","1,662.40","4,214.29","3,132.33","2,957.04",591.33
,Jõelähtme vald,"30-40,99",1,***,***,***,***,***,***,***,***,***
,,"41-54,99",2,***,***,***,***,***,***,***,***,***
,,"55-69,99",5,62.40,"813,600","106,000","192,800","1,752.07","3,074.96","3,023.53","2,609.99",610.65
,,"70-249,99",6,107.90,"1,711,800","200,000","360,000","1,582.28","3,765.69","2,806.38","2,830.23",758.88
,,KOKKU,14,77.90,"2,798,500","81,500","360,000","1,582.28","3,765.69","2,657.76","2,592.70",651.38
,Keila linn,"30-40,99",2,***,***,***,***,***,***,***,***,***
,,"41-54,99",3,***,***,***,***,***,***,***,***,***
,,"55-69,99",4,***,***,***,***,***,***,***,***,***
,,"70-249,99",5,98.30,"1,054,000","125,000","374,000","1,474.06","3,145.50","1,823.09","2,088.12",659.13
,,KOKKU,14,67.20,"1,939,800","62,000","374,000","1,474.06","3,145.50","1,898.43","2,006.09",429.05
,Kesklinna linnaosa,"10-29,99",8,23.60,"595,321","32,246","106,666","1,203.21","5,828.74","3,016.83","3,273.89","1,393.48"
,,"30-40,99",28,36.20,"3,539,840","65,000","186,500","1,771.12","5,522.39","3,347.94","3,489.41",785.64
